,volatile acidity,total sulfur dioxide,density,pH,alcohol,quality_category
11010,0.18083559320172185,147.0,0.9943473322024838,3.12575028240727,10.0,baja
11011,0.30441402498389114,176.0,0.9956872754562782,3.149870617192534,9.459741234385069,baja
11012,0.4621636775534042,66.0,0.9973397396639613,3.1824364734757444,9.74593921087376,baja
11013,0.22341782912914496,133.0,0.9994901224930925,3.2632910854354273,8.8,baja
11014,0.4527030009580074,15.0,0.9960838151005907,3.3951334947309593,9.2,baja
11015,0.33050226881210154,105.0,0.9935592145203975,3.297933030825053,9.055866061650105,baja
11016,0.42704021802464376,131.0,0.9953825105293824,3.1280716822222,9.9,baja
11017,0.2375182461071419,101.0,0.9942169030511633,3.327122004448981,10.089329157397957,baja
11018,0.2754262366469708,93.0,0.9911237058175183,3.099147526706058,11.788769885007486,baja
11019,0.29,181.0,0.99869,3.14,9.1,baja
11020,0.33465754519801993,61.0,0.9957452072316831,3.1563014081930696,9.84520523304455,baja
11021,0.2423229401714491,164.0,0.993346458803429,3.1314825527046866,11.0,baja
11022,0.27370183018964667,114.37018301896467,0.9917622109811378,3.181825622655053,12.329816981035334,baja
11023,0.25094635524874354,106.0,0.9944571739470977,3.1733667631343074,10.861753157877265,baja
11024,0.40831601325138217,15.0,0.9997117035761813,3.1948049403969776,9.3921976158791,baja
11025,0.2705878510614644,92.0,0.9960662804598456,3.0194121489385353,10.778279656295688,baja
11026,0.27674819671466677,163.0,0.995747826884608,3.1932518032853334,9.286503606570667,baja
11027,0.49168408095057303,23.0,0.9996987608009724,3.1287706131736877,10.708555100299336,baja
11028,0.6536186344252802,30.0,0.9973404405879693,3.38819068278736,9.937775367480802,baja
11029,0.3955899729616271,147.0,0.9976390602394828,3.136219976824252,9.356166602289587,baja
11030,0.2585824161451051,216.0,0.9955007691301574,3.3440220125174784,9.48582416145105,baja
11031,0.3006704835377764,99.0,0.99376340144669,2.9956336855042762,9.481520845210264,baja
11032,0.1979347152398919,150.0,0.9946681846354227,3.32681846354227,9.727866225091892,baja
11033,0.4457163962606492,64.41982938012377,0.9921144689974402,3.1838187681863848,11.274051185962868,baja
11034,0.45,87.0,0.9978,3.33,10.5,baja
11035,0.419730210667391,163.0,0.9947609939937139,3.2037344688482214,9.97468937696443,baja
11036,0.37374711383967374,121.0,0.996228859813496,3.236664101190821,10.629169873511474,baja
11037,0.4678395656937903,14.0,0.9958542674483799,3.2936684473410827,10.515828881647293,baja
11038,0.6,131.0,0.99622,3.21,9.9,baja
11039,0.4913226071841638,78.0,0.9956752477069641,3.3359140079824043,11.0135214980044,baja
11040,0.247426325816761,104.0,0.9946785916899641,3.2967109109357677,9.482227226605806,baja
11041,0.3215483285632986,167.0,0.9981984555597319,2.9952902305994695,9.115483285632987,baja
11042,0.580854112943401,60.0,0.9963136658070944,3.2851246776604057,9.8,baja
11043,0.6135411168461017,92.0,0.9963463517079917,3.2143350803450663,9.477252846652863,baja
11044,0.645,57.0,0.9969,3.37,10.3,baja
11045,0.22170461106827383,105.0,0.9947973535152344,3.0934092221365477,9.56098462977242,baja
11046,0.3549464900036825,119.0,0.9956539493657375,3.2148394700110474,9.528112771460135,baja
11047,0.2784791275518262,173.0,0.9967108953847524,3.1191857215144783,9.8,baja
11048,0.6407911501446204,38.0,0.9970774511332584,3.2290448910668585,9.4,baja
11049,0.2669416279229602,157.0,0.9954366538755162,3.2320389147180264,9.45922170563947,baja
11050,0.34702477601341297,162.0,0.9955603373547689,3.165123880067065,9.28099104053652,baja
11051,0.7043802263506546,12.0,0.9962897319239806,3.34,9.598760452701308,baja
11052,0.3963557514534807,16.0,0.9999817525950584,3.0225249537790497,9.547201763081327,baja
11053,0.23,150.0,0.9936089140689094,3.0741892289433657,10.725676868300974,baja
11054,0.32,180.0,0.99514,3.14,9.6,baja
11055,0.33113215120696404,70.0,0.9961722189691828,3.432783037801741,9.905187353878128,baja
11056,0.26850819858090014,162.0,0.9950377619241494,3.2579486796182695,9.4,baja
11057,0.282857347949895,173.0,0.9961166642739179,3.104048268508001,9.045237753416842,baja
11058,0.3248968929885829,182.2157586715917,0.9911932255793419,3.227260693727334,11.170544797044997,baja
11059,0.2928956223032501,173.0,0.9958718383863263,3.1831582489213,9.102626266180499,baja
11060,0.30295416881554393,178.0,0.9936831430084236,3.2512954168815544,10.490152770614824,baja
11061,0.24780417684014025,182.0,0.9947356819096868,3.1068783292639437,9.726587469479579,baja
11062,0.22040546062200367,199.0,0.9964615656420135,3.6558329928309776,9.947972696889982,baja
11063,0.4588799645129814,37.0,0.99626329673813,3.3555198580519257,10.702240070974037,baja
11064,0.4391626986173226,210.0,0.9972285634801953,3.0474880958519677,9.5,baja
11065,0.5,26.0,0.99448,3.36,9.5,baja
11066,0.34902563806874154,166.0,0.9985603247873105,3.0855452977654125,9.358700850758321,baja
11067,0.3575558433237256,45.0,0.9963627284499607,3.304195434439495,9.316700511105289,baja
11068,0.45359581352468753,20.0,0.9967629319013449,3.2801612614170983,10.5,baja
11069,0.4674152253455785,101.0,0.9918689599006056,3.01965438608478,12.337936089454983,baja
11070,0.5974428054630065,65.0,0.9925157850835052,3.090902079247977,11.58496534586705,baja
11071,0.274188724394386,177.0,0.9969141887243944,3.2428308659157903,9.27433826816842,baja
11072,0.28,222.04304703582838,0.9953688752573253,3.191291411074851,9.308609407165676,baja
11073,0.28206154159481933,127.0,0.9962808988043897,3.2644113355376603,9.4,baja
11074,0.2766643270566694,96.0,0.9939534585024682,3.1519978943510023,11.54662923290671,baja
11075,0.61,38.0,0.99748,3.48,9.8,baja
11076,0.34538544128901427,93.0,0.9933876916469687,3.318458234843943,9.776916469687887,baja
11077,0.2628548383547383,163.0,0.993390099253945,3.40681513677676,10.054950373027527,baja
11078,0.9567012455373675,49.0,0.9970589083472945,3.3127410299367805,9.741115449051703,baja
11079,0.36413702837125267,141.0,0.9922368016964072,3.241192892658683,10.6045685873054,baja
11080,0.1713985681520626,97.43007159239687,0.9928117517758813,3.144300715923969,10.572028636958748,baja
11081,0.29595563908524647,80.0,0.9911355679914464,3.063587271755269,11.432825456489462,baja
11082,0.30511090086737636,191.0,0.9980619110669002,3.062671081785096,8.846672973978709,baja
11083,0.16,153.0,0.9951,3.63,10.6,baja
11084,0.5859802518230284,58.92990125911514,0.9964070098740885,3.3028039496353943,9.4,baja
11085,0.2137398906047167,164.0,0.9930873539754015,3.273793807379561,10.687443836692871,baja
11086,0.3105555893014299,223.0,0.9960511105711771,3.1447222053492854,8.947222053492851,baja
11087,0.38703464175634394,26.0,0.9979906584222626,3.194836623465203,9.5,baja
11088,1.0399379358985454,12.0,0.9958198758717971,3.54955474589448,10.834817513685067,baja
11089,0.22,138.0,1.0001,3.3,8.8,baja
11090,0.29485562360780965,218.25240627320318,0.9937971124721562,3.2105775055687613,9.899037490718731,baja
11091,0.24044591765519774,176.0,0.9970089183531039,3.2053065683879485,9.1,baja
11092,0.4375533755878961,184.0,0.9960446569407351,3.121757755644435,8.989311131232332,baja
11093,0.5705059194730391,11.0,0.9951715404356055,3.58434684012233,11.321067200376401,baja
11094,0.41,174.0,0.99898,3.18,9.7,baja
11095,0.5805242680722948,8.94757319277051,0.9971276120993969,3.334194144578359,10.3,baja
11096,0.39527506086989994,138.0,0.9929283496347806,3.01755990260816,9.2811002434796,baja
11097,0.7425031786186637,42.0,0.9963870844698632,3.1130626704794855,9.414514078310539,baja
11098,0.34399075146429936,128.0,0.9944667541658828,3.303634546098758,10.955343080483122,baja
11099,0.6347043444081376,88.0,0.9977407709848705,3.2651888524291,10.132430327681874,baja
11100,0.31039776872129604,184.0,0.9942777110061155,3.106803904737732,9.324005578196761,baja
11101,0.21344991094643204,28.0,0.9947846684574877,3.1362071301352046,10.475857397295908,baja
11102,0.3676773311296528,181.0,0.9978327769579375,2.9200648984381714,8.984515540864352,baja
11103,0.29,117.0,0.9910524922349088,3.2263569209973944,11.454523069991314,baja
11104,0.5896384215903346,105.0,0.9961481327622169,3.3077711838072488,9.796384215903347,baja
11105,0.640787794139169,96.0,0.996126969485348,3.225060330952299,9.5,baja
11106,0.33372181770123244,163.0,0.9954492981840609,3.2,10.02837090973169,baja
11107,0.5869807246097347,104.0,0.9964287587011017,3.264903623048674,9.839614492194695,baja
11108,0.6489231037954282,32.0,0.9970455383233378,3.258000049905795,9.549230788425305,baja
11109,0.2389751434148895,202.52562141462775,0.9973818565955882,3.273718929268612,9.447437858537224,baja
11110,0.36,191.0,0.9932333285271063,3.17,9.651281311862506,baja
11111,0.4687557117652991,213.0,0.9988974931458816,3.0517456590583727,9.26750228470612,baja
11112,0.3314284937895453,123.0,0.9955718148816499,3.0115829402390415,9.335907440824938,baja
11113,0.21817912219280908,164.0,0.9963047746136112,3.311373072325168,9.440895610964045,baja
11114,0.2525596432500739,152.0,0.9961372017837496,3.231876254125776,9.251192865001478,baja
11115,0.44262158414953157,126.0,0.9945996757756013,3.0995269801869143,8.959526980186915,baja
11116,0.5138892918379381,110.0,0.9978865050583005,3.2367058599110754,9.643252529150223,baja
11117,0.26837724751461345,333.60895656440914,0.9943630781371336,3.2221915646200503,10.5,baja
11118,0.28391310416774906,105.0,0.993526442147487,3.133638475877763,10.399084572366712,baja
11119,0.26,179.0,0.9978299018412259,3.115615956066418,9.046847868199254,baja
11120,0.6771580271886922,32.0,0.9969008009367968,3.380113390889698,9.731821454804024,baja
11121,0.4483355054026681,151.0,0.9950249543865439,3.0351755529159297,10.3517555291593,baja
11122,0.2774154924840021,173.0,0.9967965997438607,3.172902582080667,9.21292253757999,baja
11123,0.7303448683774386,31.0,0.9974603019816326,3.4827154688017914,9.856465542735899,baja
11124,0.410158286310007,115.0,0.9962379946447187,3.255118714732505,8.987598928943754,baja
11125,0.34855794325611095,161.0,0.9954812010650583,3.14,9.449528013963883,baja
11126,0.4583521402780472,49.0,0.9980670428055609,3.0542111970672123,9.594507134260157,baja
11127,0.26,166.0,0.9963697059791093,3.516448628586992,9.269705979109261,baja
11128,0.3329813105872672,151.0,0.993491916246899,3.0870186894127327,9.485093447063663,baja
11129,0.23900378669900338,179.0,0.9956837707489787,3.198007573398007,9.548339644498336,baja
11130,0.5834440219641579,104.0,0.9971184157169891,3.2472201098207893,9.768880439283157,baja
11131,0.7741689760003672,96.0,0.997760519121283,3.347167313280103,9.954168976000368,baja
11132,0.25,207.0,0.99587,3.12,9.2,baja
11133,0.4287662948690646,17.445210657068348,0.9970712034678518,3.202191573717266,11.28904213141367,baja
11134,0.37523917129054846,142.0,0.9978868879485853,3.1647608287094515,8.7,baja
11135,0.25,189.0,0.99604,3.22,9.2,baja
11136,0.33891173550111203,201.0,0.9953460558099829,3.4427284784960097,10.20268157500327,baja
11137,0.5778435408814483,22.0,0.9978260387694522,3.406469377355655,10.259478469604828,baja
11138,0.44,210.0,0.99718,3.05,9.5,baja
11139,0.2706064377633227,76.09393562236677,0.9921784776824969,3.060332918460345,11.7,baja
11140,0.5808233977309953,10.630679991101943,0.9973207379968856,3.2102835975975244,9.568466000444904,baja
11141,0.41598238829814954,45.0,0.9959692570159586,3.25467253723395,10.159823882981495,baja
11142,0.26646909349071524,83.16913633136606,0.9917215431834318,3.201987723077588,11.167654532546424,baja
11143,0.29275283863220974,124.0,0.9978451520852964,3.3117220685631064,10.086209331102227,baja
11144,0.6415744542373206,8.862141124562923,0.9965750389195586,3.364835523701921,10.913785887543709,baja
11145,0.32307657910942256,85.0,0.9928959247691364,3.2539364087831215,10.5782803406526,baja
11146,0.34,162.0,0.9983,3.13,9.0,baja
11147,0.33496048983047055,86.0,0.9935593854205084,3.0703072897458177,9.290079020339059,baja
11148,0.26,139.0,0.99904,3.06,9.2,baja
11149,0.25527347347427143,198.0,0.9984625387387316,3.2045820420422815,9.415273473474272,baja
11150,0.6393638694359054,89.0,0.9972484987181025,3.233085241839744,9.542016535608958,baja
11151,0.5740861100638299,47.0,0.9994989442140425,3.23225833019149,9.14784724840425,baja
11152,0.6034442679772887,25.0,0.996108264940617,3.341479807817224,9.853570265599565,baja
11153,0.30997621043102364,56.0,0.9907192387337928,3.144109432017291,11.140380633103621,baja
11154,0.5895897512482597,105.0,0.9960072852495628,3.297791765416297,9.906309241667723,baja
11155,0.9788504473483995,184.83129320869935,0.9965325172834798,3.0537413582601296,10.284353395650323,baja
11156,0.30708463067370434,87.0,0.9946686855569588,3.1928728114804636,9.915550826906019,baja
11157,0.27,173.0,0.99699,3.11,9.8,baja
11158,0.5278284124330004,81.0271448445875,0.9923497721440515,3.2397285515541254,9.5,baja
11159,0.30117844431137786,143.0,0.9921772695938188,3.186283254317173,10.015184085763957,baja
11160,0.23989087403890355,280.66182292414834,1.0007135282170696,3.10523634507942,9.270909194003226,baja
11161,0.32599881545898474,67.0,0.991905453468599,3.051636040579723,10.643627748792616,baja
11162,0.38597333005856926,169.0,0.9949853490985874,3.025491760082686,8.887090199931095,baja
11163,0.46431122782175255,34.0,0.9962605100468133,3.3394132633069487,9.951020354851957,baja
11164,0.7717386261731918,15.0,0.9969118786791807,3.377710615571688,11.233909009385535,baja
11165,0.6067203882022125,86.0,0.9977784700851846,3.3395774216357688,9.5,baja
11166,0.28,76.0,0.9948,3.05,11.1,baja
11167,0.29550431324875365,194.0,0.9963100152626027,3.1721287325346625,8.928991373502493,baja
11168,0.27705983220275543,111.0,0.9946250637244626,2.988433053671259,9.943133892657482,baja
11169,0.795084395221023,99.0,1.000130719594313,3.265463428737557,9.579774946077272,baja
11170,0.3149128428145796,198.0,0.9974491284281458,3.2394076839445325,9.5,baja
11171,0.30449113653939197,201.0,0.9971175830912166,3.063789174128919,9.306315290214865,baja
11172,0.37234057023817546,200.0,0.9950021030595101,3.2548914464273677,9.69362280952702,baja
11173,0.5586667799216379,33.27111073359454,0.9947264908293241,3.272400135905966,11.216888586875632,baja
11174,0.44372972987466053,66.0,0.9972349189194987,3.2283783765667438,9.705945948119908,baja
11175,0.2516388056574278,100.0,0.993407207459403,3.1698328339445667,9.524582084861416,baja
11176,0.29026176661373115,173.0,0.9973768231253869,3.175043627768955,9.148691166931345,baja
11177,0.3350622172406395,134.0,0.9944745248828237,3.1038506786224653,9.340995475850232,baja
11178,0.5614266976543129,22.0,0.9967808330839912,3.4557199070370617,10.20475565884771,baja
11179,0.5330321474245883,89.0,0.9945766088177953,3.1501485062580246,9.06243812239249,baja
11180,0.7212308936031875,63.0,0.9970546124825923,3.352422227044886,9.718845531984062,baja
11181,0.34624290775299654,106.0,0.9949999951861846,3.124198961516787,9.011602076966426,baja
11182,0.27307078832004483,67.0,0.9945108673868792,3.4095513445279058,11.164606182480068,baja
11183,0.28,76.0,0.9938267857396751,3.05,11.308545912926775,baja
11184,0.21877327770468658,127.0,0.9927938171195054,3.188420041721485,9.643866388523433,baja
11185,0.33585916802802135,145.0,0.9944430469226683,3.1477413643789207,9.892471214596403,baja
11186,0.4325173159398721,88.0,0.9979742891172283,3.1756944960687177,9.217881879914103,baja
11187,0.3750460170325766,192.58410028387627,0.993079013017788,3.1160250709690693,11.308870198713393,baja
11188,0.3312101274548078,37.0,0.9968116925840255,3.2264513557401098,9.5,baja
11189,0.6754398558196347,19.0,0.9953490556539671,3.2996222615868493,9.916351884655707,baja
11190,0.1970792514142864,150.0,0.9966553303165372,3.2505645565057173,9.051682994342855,baja
11191,0.25201149762632746,170.0,0.9978018965213631,3.033017246439491,8.910057488131638,baja
11192,0.45,6.0,0.9969,3.13,10.4,baja
11193,0.24482089923642186,219.0,0.99847095603354,3.001432806108625,9.233880931277968,baja
11194,0.6135181085863046,99.0,0.9953555262558198,3.3441421529459348,10.06395171043652,baja
11195,0.23,150.0,0.9946692524764413,3.0654979305209724,10.464937915629173,baja
11196,0.4593554830270487,58.0,0.997599264804868,3.4350654576245456,10.449345423754542,baja
11197,0.22292055778774422,136.0,0.9939578847459196,3.0897780477428953,9.085397211061279,baja
11198,0.2575195566977365,160.0,0.993912793350466,2.9775977834886826,10.537597783488682,baja
11199,0.2704540407784618,93.0,0.9904972091380861,3.1090919184430765,12.211406533830749,baja
11200,0.2754185171707189,202.0,0.9959374444848784,3.230837034341438,9.408370343414378,baja
11201,0.3,213.0,0.9991,3.18,9.2,baja
11202,0.6894455326405925,35.0,0.9970431369596255,3.4559364170698794,9.464908844292866,baja
11203,0.3676083460083611,129.0,0.9959741773526777,3.3264125190125418,10.46880417300418,baja
11204,0.3171346426703217,143.0,0.9959361488561963,3.1426635999302537,9.00761028551501,baja
11205,0.570360077372407,26.0,0.9972493731647405,3.248919767882779,10.216492545761252,baja
11206,0.26560063916546167,100.0,0.9928624792351393,3.090497337701326,9.54315228989753,baja
11207,0.38637766823246644,95.0,0.9914591843966454,2.9514107308723405,10.569801624160757,baja
11208,0.3085486746089308,165.0,0.9994823011913396,3.3277522859215094,9.12743373044654,baja
11209,0.4304869230048045,15.0,0.9997899538458993,3.1935007692350115,9.340030769400459,baja
11210,0.6433717797264735,26.0,0.9979001940282005,3.096743559452947,10.328683841458808,baja
11211,0.6489449919450401,25.0,0.996065668518179,3.36665042107598,9.718036194206263,baja
11212,0.5454544531190115,25.0,0.9961625532779311,3.3094003357679638,10.026305884326348,baja
11213,0.3827188778804669,174.0,0.9964410369014087,3.21273734654344,9.809124488478131,baja
11214,0.19,104.0,0.9944544446086553,2.94321940690366,9.694207097715958,baja
11215,0.3242501970671039,113.0,0.9962341199626359,3.276385161108903,10.990962902772257,baja
11216,0.5671028094862587,60.0,0.9959811483256938,3.197503373913626,9.646595509882218,baja
11217,0.513206949854279,50.0,0.9953135861002914,3.186793050145721,9.264402316618094,baja
11218,0.6344468782228406,28.0,0.9973787426005526,3.235661555732035,10.108893756445681,baja
11219,0.34902718040135106,157.0,0.996274956186526,3.2602212981626266,9.202212981626266,baja
11220,0.25076663900984025,137.0,0.9965667561778719,3.3185341077244725,9.484667219803194,baja
11221,0.7268551354685917,23.0,0.9964754898871477,3.4640057787727736,10.6474783296021,baja
11222,0.44656427546065386,49.2968651363297,0.9955242162840824,3.3659373027265937,9.41094045910109,baja
11223,0.3545979784462871,129.0,0.9956977070419836,3.306896967669431,10.462298989223143,baja
11224,0.7966707545208873,78.0,0.9943877012845562,3.5884920501628197,11.273782138155614,baja
11225,0.2600683861293086,177.0,0.9969820042005625,3.1750341930646546,9.499316138706915,baja
11226,0.785,21.0,0.99692,3.29,10.0,baja
11227,0.2830285083793091,195.0,0.9975706651955172,3.086419226258624,9.334857458103453,baja
11228,0.3220474158382818,128.79525841617183,0.9951873921288945,3.1940948316765634,9.161422475148452,baja
11229,0.28252236017891996,141.0,0.9961271018568185,3.1039761491424853,9.27982111856864,baja
11230,0.5286676891394808,142.0,0.9959414608337507,3.258667689139481,9.045216057644156,baja
11231,0.748635633192151,13.0,0.9967457872488955,3.332143580817071,9.669414847201374,baja
11232,0.23325605041953493,170.0,0.9972107856670147,3.2724703834048254,9.391859873951162,baja
11233,0.3340133085334005,15.0,0.9990119391483058,3.2226368830154932,9.556882127589537,baja
11234,0.3603271530115584,201.0,0.9962646455555542,3.1545910587355523,9.474591058735552,baja
11235,0.19441421214762575,164.0,0.9926480473738255,3.3383194644967875,10.740236869127095,baja
11236,0.3200366722562302,134.0,0.9957967728414517,3.1399119865850476,9.100586756099684,baja
11237,0.33391164698563924,191.0,0.9935182939664403,3.167391164698564,9.57391164698564,baja
11238,0.45083632645779115,144.0,0.9955037560955233,3.1955227040361196,9.4,baja
11239,0.44877658976247303,126.0,0.9938931334731591,3.177403284394301,10.71373305368172,baja
11240,0.12689135778993013,127.0,0.9945373564045811,3.2785144036834497,9.3770288073669,baja
11241,0.33368372762986676,168.0,0.9952124451142152,3.1408775149134223,9.508775149134221,baja
11242,0.2539917157523689,84.0,0.9927477823801376,3.2673388561650873,9.847782380137573,baja
11243,0.3809967028002478,29.0,0.995568961263816,3.1690032971997524,9.881442702284652,baja
11244,0.5852075317385855,61.43995569565538,0.9966791034165288,3.1756115191296015,9.168013291303387,baja
11245,0.45476952560902123,167.0,0.9938194522707335,3.2581195762197166,10.382565085363403,baja
11246,0.5904084522031577,65.0,0.9968760965966075,3.4000603728796985,9.24402414915188,baja
11247,0.1943967734499684,64.0,0.9933864664484898,3.163533551510133,10.36638064069981,baja
11248,0.4405624477478299,17.0,0.9998710917905436,3.1713047985358616,10.005624477478298,baja
11249,0.3886423584835875,91.0,0.996487862688257,3.0320364622746188,9.238906131761437,baja
11250,0.31254552577339145,100.0,0.9938503697244626,3.0950303505155943,9.375096569822345,baja
11251,0.3603060934717746,200.0,0.9954276968757949,3.274766718312789,9.586151562102534,baja
11252,0.25006835666864896,175.0,0.9975497457131927,3.4199726573325404,9.50002734266746,baja
11253,0.2697816468873006,114.0,0.992604367062254,3.433275296690491,9.791265875492023,baja
11254,0.23133651387189685,183.0,0.9941527685814358,3.127613358261967,10.390692110975175,baja
11255,0.40900962790077605,248.1373796512403,0.9978328438720326,3.309084135658398,9.713737965124029,baja
11256,0.3604807258152788,155.0,0.9962281036637433,3.2689011981365055,9.395192741847213,baja
11257,0.4381275453271257,66.0,0.9971949004997663,3.389840568341093,9.479681136682185,baja
11258,0.2489180784351847,101.0,0.9940670766834233,3.314093624645503,10.116471615321869,baja
11259,0.446836700631653,169.0,0.9943846969431512,3.1234183503158266,8.93163299368347,baja
11260,0.263859061170762,192.0,0.9969456375531696,3.027718122341524,9.072281877658476,baja
11261,0.29860143088509206,197.0,0.9962725917386024,3.1626921301319935,9.35699284557454,baja
11262,0.37187321265737683,210.0,0.9940619637661777,3.2107435655665566,9.583746425314754,baja
11263,0.6605254735503234,35.0,0.9968224312455156,3.4361490082186426,9.55623534668319,baja
11264,0.3388167723207308,138.0,0.9934628856946494,3.095656518750977,9.544732910717077,baja
11265,0.2670586965365837,131.0,0.9946529348268291,3.1904708676195157,10.662352179219504,baja
11266,0.5,14.0,1.0002,3.19,9.6,baja
11267,0.35600755464083145,243.0,1.0009434618377373,2.9545230529810143,8.845230529810141,baja
11268,0.5001169881652378,78.0,0.9920939906277005,3.2905179888898153,11.230659995169486,baja
11269,0.34251219463248495,164.0,0.9949383902416182,3.1521341443020208,9.620853657720808,baja
11270,0.824086243183673,31.0,0.9966258762597799,3.3178725100763096,9.8,baja
11271,0.6244440964505742,29.0,0.998230535545908,3.556103977236771,9.461102411264354,baja
11272,0.6592765706366291,94.61843804244194,0.9978203582087498,3.2439436306627734,9.214468587267419,baja
11273,0.40808357826450964,42.0,0.9987149853041295,3.5157253246837894,10.487223855096731,baja
11274,0.5,102.0,0.9978,3.35,10.5,baja
11275,0.32921399058194134,131.0,0.9908930217773048,3.086628807534447,10.959039283001518,baja
11276,0.41,152.0,0.9968,3.2,9.4,baja
11277,0.4138062368731517,116.0,0.9965635991598817,3.2040899789970427,9.467612473746303,baja
11278,0.5205341172048757,161.0,0.9941199391654896,3.377456757618561,10.687283788092804,baja
11279,0.3,168.0,0.99659,3.1,9.8,baja
11280,0.40638532287670726,197.0,0.9932474439908194,3.370038429992241,10.46162714613594,baja
11281,0.28751031651749037,197.0,0.998,3.0278600904335686,9.780349773916079,baja
11282,0.6066724716230286,88.0,0.9965625612741372,3.3765331526703415,9.70017414869086,baja
11283,0.7154223888995481,56.0,0.9959113657720501,3.377796801585779,9.376888737364046,baja
11284,0.4442317732941561,94.0,0.9972219853827875,3.23520097448083,9.553427875370835,baja
11285,0.3535736241031493,52.0,0.9958228673116356,3.4367851942913594,10.096427993657066,baja
11286,0.25,158.0,0.9939450266635822,3.2139544605234946,10.257529902754582,baja
11287,0.3795768668105782,166.0,0.9950862342577441,3.1629619323259526,10.574612008634691,baja
11288,0.21791817498838284,168.0,0.9953563842785265,3.41147477782941,10.057868694457353,baja
11289,0.4213295178493911,98.0,0.9934288346852429,3.19852036068793,9.567977107096347,baja
11290,0.49035720352343626,122.0,0.9916359012019614,3.153139094551398,11.93139094551398,baja
11291,0.280687807445613,150.0,0.9956424090490796,3.098567354991633,9.292836774958165,baja
11292,0.38078165057615604,84.0,0.9971976550482715,3.325471554033092,9.55310096543064,baja
11293,0.472172968961014,144.0,0.9963342688141065,3.1933148633603805,9.477716211201267,baja
11294,0.31112479967674533,163.0,0.9949504820214157,3.399547400848544,9.876405999595931,baja
11295,0.3696027215300149,147.0,0.9952277943732878,3.3792205626712235,9.111993952155522,baja
11296,0.35,167.0,0.99628,3.04,9.4,baja
11297,0.2936040693819518,167.0,1.0000826970359598,2.9513778233144956,8.836040693819518,baja
11298,0.5528831185654608,50.0,0.9925182004851908,3.1284433708958996,10.826650563438495,baja
11299,0.28473203027848437,134.0,0.9965892912981872,3.1121429171848085,9.098213535189895,baja
11300,0.672209677751785,52.0,0.9972714903243093,3.3308838711007143,10.38232257798572,baja
11301,0.5590190755435842,72.72547688858961,0.9964182221197037,3.273331071060233,9.254904622282078,baja
11302,0.49527890818911124,49.0,0.9957627723324713,3.323411538465612,9.511802729527222,baja
11303,0.907722507094661,11.0,0.9978847634552457,3.453357883039411,10.961939832913444,baja
11304,0.4506673346836384,98.0,0.9932212301270897,3.1464442217721205,9.296663326581807,baja
11305,0.5750693011524738,18.0,0.9964323562391841,3.4885048667108696,9.37534650576237,baja
11306,0.2598427054827844,156.3759830907326,0.9928589141758853,3.2938384781659336,10.62480338185348,baja
11307,0.4357894973760511,91.0,0.9955045548791205,3.045566824400049,10.1,baja
11308,0.6896562162298601,62.780803088998,0.9965534378377013,3.0,9.4561606177996,baja
11309,0.4644203896895865,60.0,0.9964237037492377,3.2879028488428315,9.713949025776033,baja
11310,0.6159554756084232,129.0,0.9963351257028563,3.066653174426795,9.08008095343923,baja
11311,0.2766382485232002,144.0,1.0001798294911393,3.1453788023628797,8.706723502953599,baja
11312,0.51806457410358,167.0,0.9936818703126296,3.2369033185657283,10.6,baja
11313,0.5923629565200814,31.0,0.9948271747294025,3.304660315882469,10.423301579412344,baja
11314,0.30081553589385857,184.0,0.9947544270892805,3.1235728121857473,9.347961160265355,baja
11315,0.2913604896170137,140.0,0.9966365236314307,3.23,9.263476368569323,baja
11316,0.5253368126641336,19.0,0.9983605907832881,3.257323486945198,9.35353026109604,baja
11317,0.2601724516797198,106.01724516797198,0.99304311291993,3.152241871836357,10.398275483202802,baja
11318,0.33,151.0,0.9952749039885707,3.2177366206597062,10.273593907696569,baja
11319,0.22,136.0,0.9951909933082452,3.0410076056816213,9.21061073934696,baja
11320,0.32627134521670026,113.0,0.9959959391895349,3.317503880948491,11.137441785772635,baja
11321,0.32,180.0,0.9958839901702929,3.116001638284505,8.87200327656901,baja
11322,0.3842045896011139,138.0,0.9931922150923794,3.0455396733974935,9.39872131499304,baja
11323,0.29152228121391494,195.87024287120653,0.9958808806784234,3.1064878564396743,10.138927138638046,baja
11324,0.8012335543840499,12.0,0.9953366901125188,3.4444600750124823,10.915539924987518,baja
11325,0.3,187.0,0.9927,3.19,9.5,baja
11326,0.27507406720442645,124.37685168011066,0.9936320462224476,3.053620382392254,8.875370336022133,baja
11327,0.3657663604847884,191.0,0.9974660078732482,3.26779973755839,9.159332458527967,baja
11328,0.4592445561725335,82.0,0.9944971417199405,3.217057621358453,9.370576213584531,baja
11329,0.40758299142400656,55.46208504287997,0.9940685800075586,3.1846208504287996,11.084834017151987,baja
11330,0.28,117.0,0.9998,3.27,9.6,baja
11331,0.3748740118096776,70.0,0.9945020525923347,3.2836693018408596,10.039028875767025,baja
11332,0.35760789768649515,164.0,0.9958170969326454,3.3129804544988515,9.7,baja
11333,0.3059819011805641,191.0,0.9984303441993786,3.044380075208154,8.820542964583076,baja
11334,0.518212715013654,37.0,0.9968318292693055,3.457021191689423,10.991063575068269,baja
11335,0.808339719834011,41.0,0.9952347009193061,3.382649540346917,10.68278374434393,baja
11336,0.41,174.0,0.99898,3.18,9.7,baja
